problem,M,n,seed,group,HV,IGD+,runtime
dtlz1,2,20,48,baseline,0.004542732511833074,1.0786924714175294,181.3492877483368
dtlz1,2,20,48,smac3,1.0728994971044996,0.015668167319774728,181.53389048576355
dtlz1,2,20,47,dynamic,0.0,5.303544044862683,188.12524032592773
dtlz1,2,20,49,baseline,0.0,2.1235034981857916,182.28807592391968
dtlz1,2,20,48,dynamic,0.0,2.8287779281754117,187.82826709747314
dtlz1,2,20,49,smac3,0.01837923862414497,1.0623032548009668,181.7070734500885
dtlz1,2,20,50,baseline,0.0,4.2451171293240275,181.32487106323242
dtlz1,2,20,50,smac3,0.206839833607471,0.7440409829082572,180.50865602493286
dtlz1,2,20,51,baseline,0.0,1.416153798803226,180.09700727462769
dtlz1,2,20,49,dynamic,0.01843602434421202,1.0620948549074614,186.1970250606537
dtlz1,2,20,50,dynamic,0.6950683489394119,0.3618814392418115,186.43076515197754
dtlz1,2,20,51,smac3,1.0842191078778407,4.580300031016012e-05,184.09581565856934
dtlz1,2,20,52,baseline,0.0,3.8871624403315486,183.3285117149353
dtlz1,2,20,52,smac3,0.6686953844549025,0.37991748163812294,184.33850574493408
dtlz1,2,20,51,dynamic,0.0,4.024931935687366,189.4919581413269
dtlz1,2,20,53,baseline,0.01841319448555346,0.9780709868997416,183.8332633972168
dtlz1,2,20,52,dynamic,0.0,1.7691727164352369,189.37577891349792
dtlz1,2,20,53,smac3,0.24032408558717733,0.7086557351168059,184.9853482246399
dtlz1,2,20,53,dynamic,0.21881805178730035,0.7309265784615905,190.03463673591614
dtlz1,2,20,54,baseline,0.0,1.4146583467793559,181.5547115802765
dtlz1,2,20,54,smac3,0.6902646271756313,0.36524974136342336,182.3378782272339
dtlz1,2,20,55,baseline,0.0,3.8910508657555343,180.87945413589478
dtlz1,2,20,55,smac3,0.7043397812266556,0.35543062962573696,181.9771773815155
dtlz1,2,20,54,dynamic,0.0,1.785050510558971,185.96303486824036
dtlz1,2,20,55,dynamic,0.0,6.018859331303857,187.4247374534607
dtlz1,2,20,56,baseline,0.7004189380915771,0.3581726142385618,181.23758006095886
